Occupancy,LastUpdated
2190,2016-12-12 14:55
1962,2016-12-12 15:29
1757,2016-12-12 15:56
1605,2016-12-12 16:29
243,2016-12-13 8:02
296,2016-12-13 8:29
383,2016-12-13 9:02
537,2016-12-13 9:29
764,2016-12-13 9:55
1178,2016-12-13 10:29
1519,2016-12-13 11:02
1759,2016-12-13 11:29
2013,2016-12-13 12:02
2103,2016-12-13 12:29
2192,2016-12-13 13:02
2209,2016-12-13 13:55
2124,2016-12-13 14:29
1995,2016-12-13 14:56
1835,2016-12-13 15:28
1673,2016-12-13 16:02
1550,2016-12-13 16:29
228,2016-12-14 8:03
309,2016-12-14 8:43
368,2016-12-14 9:03
527,2016-12-14 9:29
853,2016-12-14 10:02
1167,2016-12-14 10:30
1757,2016-12-14 11:30
1899,2016-12-14 12:02
2013,2016-12-14 12:30
2106,2016-12-14 13:03
2145,2016-12-14 13:29
2166,2016-12-14 14:03
2100,2016-12-14 14:30
1984,2016-12-14 14:56
1814,2016-12-14 15:30
1703,2016-12-14 15:56
1572,2016-12-14 16:30
249,2016-12-15 7:57
312,2016-12-15 8:30
412,2016-12-15 9:03
584,2016-12-15 9:30
867,2016-12-15 9:57
1254,2016-12-15 10:30
1617,2016-12-15 11:03
1842,2016-12-15 11:26
2046,2016-12-15 12:00
2158,2016-12-15 12:26
2213,2016-12-15 13:00
2235,2016-12-15 13:26
2222,2016-12-15 14:00
2136,2016-12-15 14:26
1937,2016-12-15 15:00
1811,2016-12-15 15:26
1679,2016-12-15 16:03
1549,2016-12-15 16:30
260,2016-12-16 7:59
335,2016-12-16 8:30
500,2016-12-16 9:03
750,2016-12-16 9:30
1128,2016-12-16 10:03
1449,2016-12-16 10:29
1797,2016-12-16 11:03
1974,2016-12-16 11:30
2111,2016-12-16 11:56
2251,2016-12-16 12:30
2318,2016-12-16 12:56
2395,2016-12-16 13:30
2381,2016-12-16 13:56
2336,2016-12-16 14:30
2241,2016-12-16 14:56
2144,2016-12-16 15:30
1983,2016-12-16 16:03
1825,2016-12-16 16:30
187,2016-12-17 7:59
272,2016-12-17 8:26
619,2016-12-17 9:00
1040,2016-12-17 9:26
1453,2016-12-17 9:59
1808,2016-12-17 10:33
2035,2016-12-17 11:00
2216,2016-12-17 11:33
2388,2016-12-17 12:00
2538,2016-12-17 12:26
2704,2016-12-17 13:00
2758,2016-12-17 13:27
2794,2016-12-17 14:00
2808,2016-12-17 14:30
2817,2016-12-17 15:03
2785,2016-12-17 15:30
2769,2016-12-17 15:57
2668,2016-12-17 16:30
120,2016-12-18 8:03
129,2016-12-18 8:30
176,2016-12-18 8:56
233,2016-12-18 9:30
384,2016-12-18 9:56
809,2016-12-18 10:30
1484,2016-12-18 11:03
2046,2016-12-18 11:30
2354,2016-12-18 12:03
2555,2016-12-18 12:30
2592,2016-12-18 12:56
2622,2016-12-18 13:30
2641,2016-12-18 14:03
2657,2016-12-18 14:30
2644,2016-12-18 14:56
2551,2016-12-18 15:30
2321,2016-12-18 16:03
1981,2016-12-18 16:30
197,2016-12-19 8:03
275,2016-12-19 8:30
417,2016-12-19 9:03
628,2016-12-19 9:30
872,2016-12-19 9:56
1362,2016-12-19 10:30
1824,2016-12-19 11:03
2084,2016-12-19 11:30
2335,2016-12-19 12:03
2510,2016-12-19 12:30
2685,2016-12-19 13:03
2764,2016-12-19 13:30
2821,2016-12-19 14:03
2832,2016-12-19 14:30
2738,2016-12-19 15:03
2611,2016-12-19 15:29
2368,2016-12-19 16:03
2174,2016-12-19 16:30
74,2016-10-04 7:59
107,2016-10-04 8:25
166,2016-10-04 8:59
213,2016-10-04 9:32
237,2016-10-04 9:59
258,2016-10-04 10:26
263,2016-10-04 10:59
261,2016-10-04 11:25
270,2016-10-04 11:59
267,2016-10-04 12:29
260,2016-10-04 13:02
246,2016-10-04 13:29
240,2016-10-04 14:02
234,2016-10-04 14:29
218,2016-10-04 14:57
215,2016-10-04 15:30
189,2016-10-04 16:04
159,2016-10-04 16:31
99,2016-10-05 7:57
156,2016-10-05 8:30
206,2016-10-05 9:04
219,2016-10-05 9:30
233,2016-10-05 10:04
245,2016-10-05 10:30
260,2016-10-05 11:04
249,2016-10-05 11:30
241,2016-10-05 12:04
240,2016-10-05 12:30
239,2016-10-05 12:57
234,2016-10-05 13:30
230,2016-10-05 13:57
207,2016-10-05 14:30
191,2016-10-05 14:57
174,2016-10-05 15:30
159,2016-10-05 16:04
127,2016-10-05 16:30
74,2016-10-06 7:57
115,2016-10-06 8:30
165,2016-10-06 8:57
194,2016-10-06 9:30
230,2016-10-06 10:03
241,2016-10-06 10:30
250,2016-10-06 10:57
266,2016-10-06 11:30
277,2016-10-06 12:04
275,2016-10-06 12:30
273,2016-10-06 12:57
264,2016-10-06 13:30
250,2016-10-06 13:57
231,2016-10-06 14:30
212,2016-10-06 15:04
202,2016-10-06 15:31
173,2016-10-06 16:04
149,2016-10-06 16:30
82,2016-10-07 8:03
122,2016-10-07 8:30
165,2016-10-07 9:04
187,2016-10-07 9:30
203,2016-10-07 9:57
220,2016-10-07 10:30
228,2016-10-07 10:57
233,2016-10-07 11:30
230,2016-10-07 12:03
221,2016-10-07 12:30
222,2016-10-07 13:04
217,2016-10-07 13:30
203,2016-10-07 14:03
185,2016-10-07 14:30
171,2016-10-07 15:04
165,2016-10-07 15:30
153,2016-10-07 15:57
124,2016-10-07 16:30
30,2016-10-08 7:57
40,2016-10-08 8:30
57,2016-10-08 8:57
67,2016-10-08 9:30
86,2016-10-08 10:04
105,2016-10-08 10:30
133,2016-10-08 10:57
155,2016-10-08 11:30
175,2016-10-08 12:04
187,2016-10-08 12:30
201,2016-10-08 13:04
212,2016-10-08 13:30
229,2016-10-08 14:03
234,2016-10-08 14:30
243,2016-10-08 14:57
230,2016-10-08 15:30
227,2016-10-08 16:04
216,2016-10-08 16:30
12,2016-10-09 8:04
15,2016-10-09 8:30
23,2016-10-09 9:04
40,2016-10-09 9:30
47,2016-10-09 9:57
74,2016-10-09 10:30
103,2016-10-09 11:04
132,2016-10-09 11:30
148,2016-10-09 11:57
158,2016-10-09 12:30
163,2016-10-09 13:04
153,2016-10-09 13:30
138,2016-10-09 14:03
130,2016-10-09 14:30
112,2016-10-09 15:04
101,2016-10-09 15:30
78,2016-10-09 16:03
59,2016-10-09 16:30
78,2016-10-10 8:04
105,2016-10-10 8:30
145,2016-10-10 9:04
160,2016-10-10 9:30
179,2016-10-10 10:03
194,2016-10-10 10:30
198,2016-10-10 10:57
208,2016-10-10 11:30
214,2016-10-10 11:57
218,2016-10-10 12:30
209,2016-10-10 13:04
210,2016-10-10 13:30
215,2016-10-10 14:03
205,2016-10-10 14:30
187,2016-10-10 14:57
180,2016-10-10 15:30
170,2016-10-10 15:57
147,2016-10-10 16:30
85,2016-10-11 8:04
113,2016-10-11 8:30
163,2016-10-11 8:57
190,2016-10-11 9:30
196,2016-10-11 9:57
199,2016-10-11 10:30
211,2016-10-11 10:57
214,2016-10-11 11:30
216,2016-10-11 12:03
216,2016-10-11 12:30
214,2016-10-11 13:04
212,2016-10-11 13:31
199,2016-10-11 14:04
196,2016-10-11 14:30
182,2016-10-11 15:03
175,2016-10-11 15:33
155,2016-10-11 16:01
140,2016-10-11 16:26
94,2016-10-12 8:04
131,2016-10-12 8:31
180,2016-10-12 9:03
191,2016-10-12 9:26
198,2016-10-12 10:01
210,2016-10-12 10:31
220,2016-10-12 11:04
228,2016-10-12 11:31
244,2016-10-12 12:04
246,2016-10-12 12:31
243,2016-10-12 13:04
242,2016-10-12 13:34
245,2016-10-12 14:03
234,2016-10-12 14:34
231,2016-10-12 15:01
231,2016-10-12 15:30
222,2016-10-12 15:57
207,2016-10-12 16:31
75,2016-10-13 7:57
128,2016-10-13 8:31
170,2016-10-13 9:04
188,2016-10-13 9:31
207,2016-10-13 9:57
223,2016-10-13 10:31
236,2016-10-13 11:04
236,2016-10-13 11:31
241,2016-10-13 11:57
245,2016-10-13 12:31
256,2016-10-13 13:04
258,2016-10-13 13:31
255,2016-10-13 13:57
239,2016-10-13 14:31
235,2016-10-13 15:04
217,2016-10-13 15:31
191,2016-10-13 16:04
169,2016-10-13 16:31
106,2016-10-14 8:01
145,2016-10-14 8:27
216,2016-10-14 9:01
265,2016-10-14 9:27
303,2016-10-14 10:01
332,2016-10-14 10:27
363,2016-10-14 11:01
375,2016-10-14 11:27
384,2016-10-14 12:01
381,2016-10-14 12:27
393,2016-10-14 13:01
374,2016-10-14 13:27
357,2016-10-14 14:01
326,2016-10-14 14:34
297,2016-10-14 15:01
240,2016-10-14 15:27
186,2016-10-14 16:01
165,2016-10-14 16:34
24,2016-10-15 8:01
25,2016-10-15 8:34
31,2016-10-15 9:01
36,2016-10-15 9:27
48,2016-10-15 10:01
71,2016-10-15 10:27
101,2016-10-15 11:01
118,2016-10-15 11:27
147,2016-10-15 12:01
162,2016-10-15 12:27
182,2016-10-15 13:01
200,2016-10-15 13:34
203,2016-10-15 14:01
192,2016-10-15 14:27
181,2016-10-15 15:01
165,2016-10-15 15:27
155,2016-10-15 16:01
139,2016-10-15 16:27
52,2016-10-16 8:01
89,2016-10-16 8:27
130,2016-10-16 9:01
176,2016-10-16 9:27
228,2016-10-16 10:04
243,2016-10-16 10:31
264,2016-10-16 11:01
285,2016-10-16 11:27
323,2016-10-16 12:01
325,2016-10-16 12:27
312,2016-10-16 13:01
277,2016-10-16 13:27
195,2016-10-16 14:01
158,2016-10-16 14:34
143,2016-10-16 15:01
122,2016-10-16 15:31
102,2016-10-16 15:57
75,2016-10-16 16:31
82,2016-10-17 8:01
123,2016-10-17 8:27
169,2016-10-17 9:01
179,2016-10-17 9:27
192,2016-10-17 10:04
208,2016-10-17 10:31
227,2016-10-17 11:04
250,2016-10-17 11:31
273,2016-10-17 12:04
289,2016-10-17 12:31
290,2016-10-17 12:57
295,2016-10-17 13:31
299,2016-10-17 14:04
301,2016-10-17 14:31
286,2016-10-17 14:57
290,2016-10-17 15:31
312,2016-10-17 15:57
324,2016-10-17 16:28
89,2016-10-18 8:01
115,2016-10-18 8:28
176,2016-10-18 9:01
213,2016-10-18 9:28
239,2016-10-18 10:01
256,2016-10-18 10:28
277,2016-10-18 11:01
297,2016-10-18 11:27
310,2016-10-18 12:01
324,2016-10-18 12:27
324,2016-10-18 13:01
319,2016-10-18 13:28
318,2016-10-18 13:54
313,2016-10-18 14:27
312,2016-10-18 15:01
290,2016-10-18 15:27
302,2016-10-18 15:55
303,2016-10-18 16:27
78,2016-10-19 8:05
109,2016-10-19 8:25
169,2016-10-19 8:58
190,2016-10-19 9:32
206,2016-10-19 9:58
222,2016-10-19 10:25
238,2016-10-19 10:59
251,2016-10-19 11:25
260,2016-10-19 11:59
266,2016-10-19 12:25
274,2016-10-19 12:58
267,2016-10-19 13:25
257,2016-10-19 13:58
252,2016-10-19 14:32
249,2016-10-19 14:58
239,2016-10-19 15:32
230,2016-10-19 15:59
217,2016-10-19 16:25
18,2016-10-22 7:59
18,2016-10-22 8:26
23,2016-10-22 8:59
37,2016-10-22 9:26
57,2016-10-22 9:59
73,2016-10-22 10:26
103,2016-10-22 10:59
135,2016-10-22 11:32
162,2016-10-22 11:59
197,2016-10-22 12:32
215,2016-10-22 12:59
226,2016-10-22 13:32
228,2016-10-22 13:59
221,2016-10-22 14:39
219,2016-10-22 14:59
212,2016-10-22 15:26
220,2016-10-22 15:59
230,2016-10-22 16:26
13,2016-10-23 7:59
14,2016-10-23 8:26
27,2016-10-23 8:59
34,2016-10-23 9:26
59,2016-10-23 9:59
85,2016-10-23 10:26
122,2016-10-23 10:59
137,2016-10-23 11:26
168,2016-10-23 11:59
181,2016-10-23 12:26
195,2016-10-23 13:06
184,2016-10-23 13:26
168,2016-10-23 13:59
160,2016-10-23 14:26
143,2016-10-23 14:59
128,2016-10-23 15:26
115,2016-10-23 15:59
98,2016-10-23 16:26
62,2016-10-24 7:56
110,2016-10-24 8:29
143,2016-10-24 9:03
151,2016-10-24 9:30
168,2016-10-24 9:55
199,2016-10-24 10:30
225,2016-10-24 11:03
251,2016-10-24 11:29
271,2016-10-24 12:02
280,2016-10-24 12:30
281,2016-10-24 12:56
272,2016-10-24 13:30
266,2016-10-24 13:56
254,2016-10-24 14:30
229,2016-10-24 14:56
199,2016-10-24 15:32
174,2016-10-24 16:00
147,2016-10-24 16:33
67,2016-10-25 8:00
124,2016-10-25 8:26
167,2016-10-25 9:00
184,2016-10-25 9:19
201,2016-10-25 9:56
242,2016-10-25 10:29
264,2016-10-25 10:56
296,2016-10-25 11:29
328,2016-10-25 12:02
333,2016-10-25 12:29
334,2016-10-25 13:03
332,2016-10-25 13:29
335,2016-10-25 13:56
331,2016-10-25 14:29
306,2016-10-25 15:02
299,2016-10-25 15:29
272,2016-10-25 15:56
281,2016-10-25 16:29
67,2016-10-26 7:59
112,2016-10-26 8:32
138,2016-10-26 8:59
160,2016-10-26 9:26
179,2016-10-26 9:59
203,2016-10-26 10:26
253,2016-10-26 10:59
282,2016-10-26 11:26
338,2016-10-26 11:59
406,2016-10-26 12:26
473,2016-10-26 12:59
530,2016-10-26 13:26
653,2016-10-26 13:59
682,2016-10-26 14:26
670,2016-10-26 14:59
652,2016-10-26 15:26
615,2016-10-26 15:59
544,2016-10-26 16:32
58,2016-10-27 7:59
137,2016-10-27 8:32
208,2016-10-27 8:59
281,2016-10-27 9:32
430,2016-10-27 9:59
554,2016-10-27 10:25
600,2016-10-27 10:59
629,2016-10-27 11:32
654,2016-10-27 11:59
738,2016-10-27 12:26
670,2016-10-27 12:59
651,2016-10-27 13:32
625,2016-10-27 13:59
613,2016-10-27 14:26
574,2016-10-27 14:59
544,2016-10-27 15:26
493,2016-10-27 15:59
457,2016-10-27 16:26
96,2016-10-28 8:16
96,2016-10-28 8:16
186,2016-10-28 8:56
264,2016-10-28 9:29
412,2016-10-28 10:02
461,2016-10-28 10:29
491,2016-10-28 10:56
516,2016-10-28 11:29
549,2016-10-28 12:02
578,2016-10-28 12:29
424,2016-10-28 13:02
461,2016-10-28 13:29
542,2016-10-28 14:02
551,2016-10-28 14:29
500,2016-10-28 15:02
464,2016-10-28 15:29
426,2016-10-28 16:02
396,2016-10-28 16:29
17,2016-10-29 7:59
28,2016-10-29 8:26
67,2016-10-29 8:59
175,2016-10-29 9:26
417,2016-10-29 9:59
542,2016-10-29 10:26
589,2016-10-29 10:59
608,2016-10-29 11:25
698,2016-10-29 12:06
719,2016-10-29 12:26
512,2016-10-29 12:59
433,2016-10-29 13:26
531,2016-10-29 13:59
615,2016-10-29 14:26
582,2016-10-29 14:59
559,2016-10-29 15:26
558,2016-10-29 15:59
553,2016-10-29 16:26
10,2016-10-30 7:59
10,2016-10-30 7:59
10,2016-10-30 7:59
14,2016-10-30 8:25
16,2016-10-30 8:59
18,2016-10-30 9:25
27,2016-10-30 9:59
51,2016-10-30 10:25
80,2016-10-30 10:59
107,2016-10-30 11:25
166,2016-10-30 11:59
198,2016-10-30 12:26
285,2016-10-30 13:06
353,2016-10-30 13:25
533,2016-10-30 13:59
616,2016-10-30 14:32
605,2016-10-30 15:00
583,2016-10-30 15:32
62,2016-10-31 8:00
100,2016-10-31 8:26
132,2016-10-31 9:00
147,2016-10-31 9:26
161,2016-10-31 10:00
184,2016-10-31 10:26
202,2016-10-31 11:00
217,2016-10-31 11:26
225,2016-10-31 12:00
223,2016-10-31 12:26
222,2016-10-31 13:00
223,2016-10-31 13:26
215,2016-10-31 13:59
196,2016-10-31 14:26
172,2016-10-31 15:00
163,2016-10-31 15:27
145,2016-10-31 16:00
123,2016-10-31 16:26
89,2016-11-01 8:06
114,2016-11-01 8:26
163,2016-11-01 9:00
191,2016-11-01 9:26
211,2016-11-01 10:00
210,2016-11-01 10:26
222,2016-11-01 11:00
225,2016-11-01 11:26
236,2016-11-01 12:00
238,2016-11-01 12:26
245,2016-11-01 13:00
239,2016-11-01 13:26
231,2016-11-01 14:00
223,2016-11-01 14:26
198,2016-11-01 15:00
188,2016-11-01 15:27
170,2016-11-01 16:00
152,2016-11-01 16:33
68,2016-11-02 7:56
122,2016-11-02 8:30
161,2016-11-02 8:56
188,2016-11-02 9:30
210,2016-11-02 9:56
221,2016-11-02 10:29
232,2016-11-02 10:56
239,2016-11-02 11:30
243,2016-11-02 11:56
249,2016-11-02 12:30
248,2016-11-02 13:03
241,2016-11-02 13:30
242,2016-11-02 14:03
244,2016-11-02 14:30
241,2016-11-02 14:56
228,2016-11-02 15:29
225,2016-11-02 16:03
208,2016-11-02 16:30
62,2016-11-03 8:00
98,2016-11-03 8:26
165,2016-11-03 9:00
186,2016-11-03 9:26
209,2016-11-03 10:00
213,2016-11-03 10:26
225,2016-11-03 11:00
231,2016-11-03 11:26
237,2016-11-03 12:00
241,2016-11-03 12:26
245,2016-11-03 12:59
249,2016-11-03 13:26
236,2016-11-03 13:59
232,2016-11-03 14:26
218,2016-11-03 15:00
210,2016-11-03 15:26
210,2016-11-03 16:03
197,2016-11-03 16:30
70,2016-11-04 8:00
109,2016-11-04 8:26
154,2016-11-04 8:59
170,2016-11-04 9:33
179,2016-11-04 10:00
197,2016-11-04 10:26
206,2016-11-04 11:00
215,2016-11-04 11:33
231,2016-11-04 12:00
227,2016-11-04 12:33
229,2016-11-04 13:00
219,2016-11-04 13:26
221,2016-11-04 13:59
217,2016-11-04 14:26
214,2016-11-04 15:00
210,2016-11-04 15:26
221,2016-11-04 16:00
228,2016-11-04 16:26
11,2016-11-05 8:00
10,2016-11-05 8:26
11,2016-11-05 8:59
11,2016-11-05 9:26
20,2016-11-05 9:59
46,2016-11-05 10:33
64,2016-11-05 10:59
77,2016-11-05 11:26
97,2016-11-05 12:06
96,2016-11-05 12:26
114,2016-11-05 13:00
124,2016-11-05 13:33
122,2016-11-05 13:59
113,2016-11-05 14:26
107,2016-11-05 15:00
92,2016-11-05 15:26
74,2016-11-05 16:00
54,2016-11-05 16:26
8,2016-11-06 8:00
9,2016-11-06 8:26
15,2016-11-06 9:00
12,2016-11-06 9:33
25,2016-11-06 10:00
47,2016-11-06 10:26
71,2016-11-06 10:59
93,2016-11-06 11:26
106,2016-11-06 11:59
105,2016-11-06 12:26
112,2016-11-06 13:06
111,2016-11-06 13:26
108,2016-11-06 13:59
95,2016-11-06 14:33
86,2016-11-06 15:00
74,2016-11-06 15:26
57,2016-11-06 15:59
48,2016-11-06 16:26
64,2016-11-07 8:00
106,2016-11-07 8:26
166,2016-11-07 8:59
199,2016-11-07 9:26
238,2016-11-07 9:59
250,2016-11-07 10:26
268,2016-11-07 10:59
276,2016-11-07 11:26
282,2016-11-07 11:59
284,2016-11-07 12:26
272,2016-11-07 12:59
283,2016-11-07 13:33
284,2016-11-07 13:59
249,2016-11-07 14:33
233,2016-11-07 15:00
201,2016-11-07 15:33
173,2016-11-07 16:00
146,2016-11-07 16:33
72,2016-11-08 7:59
112,2016-11-08 8:26
166,2016-11-08 8:59
193,2016-11-08 9:26
222,2016-11-08 9:59
239,2016-11-08 10:33
247,2016-11-08 11:00
273,2016-11-08 11:33
285,2016-11-08 11:59
284,2016-11-08 12:27
285,2016-11-08 13:00
281,2016-11-08 13:34
286,2016-11-08 14:00
270,2016-11-08 14:26
259,2016-11-08 15:00
252,2016-11-08 15:33
245,2016-11-08 16:01
232,2016-11-08 16:34
68,2016-11-09 8:00
97,2016-11-09 8:27
151,2016-11-09 9:00
178,2016-11-09 9:34
197,2016-11-09 10:00
208,2016-11-09 10:27
219,2016-11-09 11:00
237,2016-11-09 11:27
236,2016-11-09 12:00
233,2016-11-09 12:27
233,2016-11-09 13:00
231,2016-11-09 13:27
224,2016-11-09 14:00
214,2016-11-09 14:27
199,2016-11-09 15:00
192,2016-11-09 15:34
179,2016-11-09 16:00
139,2016-11-09 16:34
78,2016-11-10 8:00
142,2016-11-10 8:34
201,2016-11-10 9:00
235,2016-11-10 9:27
262,2016-11-10 10:00
279,2016-11-10 10:27
288,2016-11-10 11:00
293,2016-11-10 11:27
310,2016-11-10 12:00
294,2016-11-10 12:27
276,2016-11-10 13:00
267,2016-11-10 13:34
252,2016-11-10 14:00
226,2016-11-10 14:27
212,2016-11-10 15:00
201,2016-11-10 15:27
181,2016-11-10 16:00
158,2016-11-10 16:27
66,2016-11-11 8:00
97,2016-11-11 8:27
134,2016-11-11 9:00
152,2016-11-11 9:27
170,2016-11-11 10:00
179,2016-11-11 10:27
197,2016-11-11 11:00
214,2016-11-11 11:27
220,2016-11-11 12:00
226,2016-11-11 12:27
225,2016-11-11 13:00
219,2016-11-11 13:34
215,2016-11-11 14:00
192,2016-11-11 14:27
181,2016-11-11 15:00
165,2016-11-11 15:34
156,2016-11-11 16:00
137,2016-11-11 16:34
17,2016-11-12 8:00
19,2016-11-12 8:27
22,2016-11-12 9:00
29,2016-11-12 9:27
45,2016-11-12 10:00
75,2016-11-12 10:27
108,2016-11-12 11:00
124,2016-11-12 11:34
146,2016-11-12 12:00
145,2016-11-12 12:27
161,2016-11-12 13:00
166,2016-11-12 13:27
171,2016-11-12 14:00
169,2016-11-12 14:27
158,2016-11-12 15:00
142,2016-11-12 15:27
105,2016-11-12 16:00
89,2016-11-12 16:34
13,2016-11-13 8:00
18,2016-11-13 8:27
19,2016-11-13 9:00
27,2016-11-13 9:34
54,2016-11-13 10:00
83,2016-11-13 10:33
110,2016-11-13 11:00
128,2016-11-13 11:27
134,2016-11-13 12:00
133,2016-11-13 12:27
137,2016-11-13 13:07
131,2016-11-13 13:33
127,2016-11-13 14:00
128,2016-11-13 14:27
112,2016-11-13 15:00
96,2016-11-13 15:27
67,2016-11-13 16:00
49,2016-11-13 16:27
71,2016-11-14 8:00
118,2016-11-14 8:33
161,2016-11-14 9:00
169,2016-11-14 9:27
189,2016-11-14 10:00
200,2016-11-14 10:27
208,2016-11-14 11:00
217,2016-11-14 11:27
229,2016-11-14 12:00
231,2016-11-14 12:27
228,2016-11-14 13:00
230,2016-11-14 13:27
227,2016-11-14 14:00
223,2016-11-14 14:33
219,2016-11-14 15:00
203,2016-11-14 15:27
173,2016-11-14 16:00
157,2016-11-14 16:27
74,2016-11-15 7:57
144,2016-11-15 8:30
187,2016-11-15 8:57
221,2016-11-15 9:30
246,2016-11-15 9:57
277,2016-11-15 10:30
295,2016-11-15 11:03
295,2016-11-15 11:30
298,2016-11-15 11:57
291,2016-11-15 12:30
283,2016-11-15 12:57
283,2016-11-15 13:30
282,2016-11-15 14:03
272,2016-11-15 14:30
255,2016-11-15 15:03
234,2016-11-15 15:30
224,2016-11-15 15:57
185,2016-11-15 16:30
97,2016-11-16 8:00
138,2016-11-16 8:27
200,2016-11-16 9:00
210,2016-11-16 9:27
223,2016-11-16 10:00
239,2016-11-16 10:33
247,2016-11-16 11:00
260,2016-11-16 11:27
270,2016-11-16 12:00
275,2016-11-16 12:27
279,2016-11-16 13:00
273,2016-11-16 13:27
269,2016-11-16 14:00
258,2016-11-16 14:27
244,2016-11-16 15:00
230,2016-11-16 15:33
210,2016-11-16 16:00
168,2016-11-16 16:33
96,2016-11-17 8:04
129,2016-11-17 8:31
180,2016-11-17 9:03
206,2016-11-17 9:31
223,2016-11-17 9:57
242,2016-11-17 10:31
263,2016-11-17 11:04
269,2016-11-17 11:31
267,2016-11-17 12:04
270,2016-11-17 12:31
267,2016-11-17 13:04
258,2016-11-17 13:31
240,2016-11-17 14:04
207,2016-11-17 14:30
190,2016-11-17 14:58
174,2016-11-17 15:30
152,2016-11-17 15:58
124,2016-11-17 16:31
66,2016-11-18 8:01
66,2016-11-18 8:01
99,2016-11-18 8:27
161,2016-11-18 9:27
186,2016-11-18 10:01
200,2016-11-18 10:27
229,2016-11-18 11:01
245,2016-11-18 11:34
255,2016-11-18 12:01
258,2016-11-18 12:27
254,2016-11-18 13:01
253,2016-11-18 13:34
246,2016-11-18 14:01
240,2016-11-18 14:28
222,2016-11-18 15:01
211,2016-11-18 15:28
202,2016-11-18 16:01
182,2016-11-18 16:28
1,2016-11-19 7:57
1,2016-11-19 8:31
9,2016-11-19 8:57
14,2016-11-19 9:31
31,2016-11-19 10:04
50,2016-11-19 10:31
67,2016-11-19 10:58
98,2016-11-19 11:31
136,2016-11-19 12:04
141,2016-11-19 12:31
146,2016-11-19 13:04
143,2016-11-19 13:31
153,2016-11-19 14:04
149,2016-11-19 14:31
162,2016-11-19 15:04
179,2016-11-19 15:31
185,2016-11-19 16:04
194,2016-11-19 16:31
18,2016-11-20 8:01
20,2016-11-20 8:27
23,2016-11-20 9:01
32,2016-11-20 9:27
62,2016-11-20 10:01
89,2016-11-20 10:27
115,2016-11-20 11:01
152,2016-11-20 11:27
220,2016-11-20 12:01
289,2016-11-20 12:34
376,2016-11-20 13:07
436,2016-11-20 13:27
602,2016-11-20 14:01
718,2016-11-20 14:27
847,2016-11-20 15:01
838,2016-11-20 15:27
794,2016-11-20 16:01
767,2016-11-20 16:31
86,2016-11-21 8:04
114,2016-11-21 8:31
150,2016-11-21 9:04
171,2016-11-21 9:31
193,2016-11-21 10:04
200,2016-11-21 10:31
218,2016-11-21 11:04
225,2016-11-21 11:30
233,2016-11-21 11:57
242,2016-11-21 12:31
249,2016-11-21 12:57
247,2016-11-21 13:31
250,2016-11-21 14:04
246,2016-11-21 14:31
233,2016-11-21 14:57
216,2016-11-21 15:31
207,2016-11-21 15:57
177,2016-11-21 16:31
69,2016-11-22 7:57
121,2016-11-22 8:31
188,2016-11-22 9:04
211,2016-11-22 9:31
232,2016-11-22 10:04
232,2016-11-22 10:31
245,2016-11-22 11:04
249,2016-11-22 11:31
253,2016-11-22 12:04
252,2016-11-22 12:31
254,2016-11-22 12:57
249,2016-11-22 13:31
234,2016-11-22 13:57
222,2016-11-22 14:31
204,2016-11-22 14:57
182,2016-11-22 15:31
163,2016-11-22 15:57
121,2016-11-22 16:30
66,2016-11-23 8:04
102,2016-11-23 8:30
146,2016-11-23 8:57
175,2016-11-23 9:31
190,2016-11-23 10:04
202,2016-11-23 10:31
210,2016-11-23 11:04
212,2016-11-23 11:31
218,2016-11-23 11:57
221,2016-11-23 12:31
219,2016-11-23 13:04
224,2016-11-23 13:31
229,2016-11-23 13:57
220,2016-11-23 14:30
203,2016-11-23 15:04
195,2016-11-23 15:31
177,2016-11-23 16:04
153,2016-11-23 16:30
70,2016-11-24 8:00
105,2016-11-24 8:27
159,2016-11-24 9:00
195,2016-11-24 9:34
196,2016-11-24 10:01
203,2016-11-24 10:27
205,2016-11-24 11:00
206,2016-11-24 11:27
211,2016-11-24 12:00
210,2016-11-24 12:30
209,2016-11-24 13:04
207,2016-11-24 13:30
203,2016-11-24 13:57
191,2016-11-24 14:30
185,2016-11-24 14:57
175,2016-11-24 15:31
165,2016-11-24 15:57
133,2016-11-24 16:31
75,2016-11-25 8:00
75,2016-11-25 8:00
152,2016-11-25 9:00
174,2016-11-25 9:27
186,2016-11-25 10:00
203,2016-11-25 10:27
226,2016-11-25 11:00
232,2016-11-25 11:27
235,2016-11-25 12:00
218,2016-11-25 12:34
210,2016-11-25 13:00
205,2016-11-25 13:27
208,2016-11-25 14:00
199,2016-11-25 14:34
183,2016-11-25 15:00
182,2016-11-25 15:27
175,2016-11-25 16:00
148,2016-11-25 16:27
26,2016-11-26 8:01
45,2016-11-26 8:28
55,2016-11-26 9:01
59,2016-11-26 9:35
62,2016-11-26 10:01
86,2016-11-26 10:35
106,2016-11-26 11:01
123,2016-11-26 11:28
158,2016-11-26 12:01
169,2016-11-26 12:28
184,2016-11-26 13:01
179,2016-11-26 13:28
197,2016-11-26 14:01
214,2016-11-26 14:41
224,2016-11-26 15:01
233,2016-11-26 15:28
260,2016-11-26 16:01
279,2016-11-26 16:28
10,2016-11-27 8:02
13,2016-11-27 8:32
20,2016-11-27 9:02
31,2016-11-27 9:32
